time,rate
2013-11-01 00:00:00,12.439846958279155
2013-11-01 00:10:00,12.008807904623962
2013-11-01 00:20:00,10.933021050045888
2013-11-01 00:30:00,11.366166648874692
2013-11-01 00:40:00,9.578611038263356
2013-11-01 00:50:00,9.647848994543322
2013-11-01 01:00:00,10.122753142697785
2013-11-01 01:10:00,9.706783953119286
2013-11-01 01:20:00,8.655053222571356
2013-11-01 01:30:00,11.663067988106564
2013-11-01 01:40:00,8.760545278474055
2013-11-01 01:50:00,8.531884766551364
2013-11-01 02:00:00,9.301832400076213
2013-11-01 02:10:00,9.37196270194738
2013-11-01 02:20:00,12.427963003651865
2013-11-01 02:30:00,10.3537896538047
2013-11-01 02:40:00,9.537838594419219
2013-11-01 02:50:00,9.36521480504156
2013-11-01 03:00:00,8.816928160191797
2013-11-01 03:10:00,8.975946423352585
2013-11-01 03:20:00,10.189422682523992
2013-11-01 03:30:00,9.13300278031136
2013-11-01 03:40:00,8.88205315091659
2013-11-01 03:50:00,10.18027673308924
2013-11-01 04:00:00,7.256310937059372
2013-11-01 04:10:00,7.638996263543511
2013-11-01 04:20:00,9.121933461408647
2013-11-01 04:30:00,8.388433935114605
2013-11-01 04:40:00,9.796236039901588
2013-11-01 04:50:00,10.298834506902207
2013-11-01 05:00:00,9.348994264775495
2013-11-01 05:10:00,8.946930265562065
2013-11-01 05:20:00,9.320844244629187
2013-11-01 05:30:00,7.946841663019001
2013-11-01 05:40:00,8.922534127827031
2013-11-01 05:50:00,9.19762580814183
2013-11-01 06:00:00,9.018837179876929
2013-11-01 06:10:00,13.695958736392077
2013-11-01 06:20:00,13.573997082590381
2013-11-01 06:30:00,9.216604695048042
2013-11-01 06:40:00,9.789803087529885
2013-11-01 06:50:00,12.912261449293698
2013-11-01 07:00:00,11.094553800297549
2013-11-01 07:10:00,12.984260196033688
2013-11-01 07:20:00,10.449088974386223
2013-11-01 07:30:00,12.503101691492882
2013-11-01 07:40:00,13.68917489814899
2013-11-01 07:50:00,11.308442673073806
2013-11-01 08:00:00,18.65916940028315
2013-11-01 08:10:00,19.985887936502266
2013-11-01 08:20:00,19.162111975165807
2013-11-01 08:30:00,20.764541153519335
2013-11-01 08:40:00,23.34804805080921
2013-11-01 08:50:00,20.925498096734472
2013-11-01 09:00:00,18.921977879277584
2013-11-01 09:10:00,22.758098173245784
2013-11-01 09:20:00,38.57931129056253
2013-11-01 09:30:00,27.800601021498277
2013-11-01 09:40:00,26.530885181475846
2013-11-01 09:50:00,28.651009887656958
2013-11-01 10:00:00,28.2051991241688
2013-11-01 10:10:00,38.99105697552337
2013-11-01 10:20:00,32.43581398085442
2013-11-01 10:30:00,30.062238259631513
2013-11-01 10:40:00,32.58279047194385
2013-11-01 10:50:00,29.99385327568063
2013-11-01 11:00:00,28.227535862362455
2013-11-01 11:10:00,29.807422722287715
2013-11-01 11:20:00,37.93763329257126
2013-11-01 11:30:00,46.596175259515306
2013-11-01 11:40:00,34.97454684028112
2013-11-01 11:50:00,30.25446541235593
2013-11-01 12:00:00,34.105261670352085
2013-11-01 12:10:00,46.83199516927931
2013-11-01 12:20:00,30.585529262056333
2013-11-01 12:30:00,26.21660569116096
2013-11-01 12:40:00,30.988186579405788
2013-11-01 12:50:00,27.937218825436847
2013-11-01 13:00:00,25.980976994957615
2013-11-01 13:10:00,33.813728436295754
2013-11-01 13:20:00,29.11573896626119
2013-11-01 13:30:00,31.16154573902025
2013-11-01 13:40:00,55.278455644567124
2013-11-01 13:50:00,79.62538583744265
2013-11-01 14:00:00,28.305677051414015
2013-11-01 14:10:00,42.481472696720864
2013-11-01 14:20:00,36.6090952024721
2013-11-01 14:30:00,34.106766274641814
2013-11-01 14:40:00,30.641101643998677
2013-11-01 14:50:00,29.968042500527893
2013-11-01 15:00:00,27.965540111514883
2013-11-01 15:10:00,33.76563242641629
2013-11-01 15:20:00,36.94351890210402
2013-11-01 15:30:00,40.39394232658302
2013-11-01 15:40:00,34.51442248389184
2013-11-01 15:50:00,33.453828543899355
2013-11-01 16:00:00,38.6581178260069
2013-11-01 16:10:00,39.98806072720394
2013-11-01 16:20:00,33.942953181143615
2013-11-01 16:30:00,29.269584724195475
2013-11-01 16:40:00,31.58192405942056
2013-11-01 16:50:00,30.412488284050855
2013-11-01 17:00:00,30.351200943828648
2013-11-01 17:10:00,30.432127807141484
2013-11-01 17:20:00,29.665264659218
2013-11-01 17:30:00,30.34947558149429
2013-11-01 17:40:00,28.667376736126283
